complaint_id,customer_id,complaint_date,product,sub_product,issue,sub_issue,complaint_channel,customer_age,customer_segment,geography,account_tenure_months,transaction_frequency,monthly_spend,complaint_text,response_date,resolution_date,resolution_status,resolution_type,escalation_flag,satisfaction_score,agent_team,resolution_time_days,sla_breach_flag,repeat_complaint_flag,severity_level
CXP-2024-00151,CUST-10073,2025-07-18 18:31:00,Digital Banking,Mobile App Android,Security & Credentials,Unrecognized login security alert,Phone / Contact Center,26,Small Business,Southeast,264,86,12271.85,Urgent issue: Unrecognized login security alert regarding Digital Banking. I request an immediate refund and resolution. My account tenure is 264 months and I expect better service.,2025-07-19 11:31:00,2025-07-29 03:31:00,Closed with Monetary Relief,Statement Credit,1,1.0,Tier 2 Escalations,10.38,1,0,CRITICAL
CXP-2024-00059,CUST-10073,2025-10-12 13:23:00,Credit Card,Cash Back Preferred,Interest Rate Dispute,APR increased without prior notification,Mobile App,26,Small Business,Southeast,264,86,12271.85,Filing a formal complaint about apr increased without prior notification. Resolution has taken too long and I am considering closing my account.,2025-10-13 01:23:00,2025-10-14 01:23:00,Closed with Non-Monetary Relief,Full Refund,0,5.0,Tier 1 General,1.5,0,1,HIGH
CXP-2024-00134,CUST-10074,2024-11-18 11:43:00,Savings Account,Money Market Account,Interest Rate Dispute,Promotional APY rate dropped early,Written / Mail,44,Mass Market,West Coast,1,11,2129.79,Filing a formal complaint about promotional apy rate dropped early. Resolution has taken too long and I am considering closing my account.,2024-11-19 11:43:00,2024-11-19 21:43:00,Closed with Non-Monetary Relief,Full Refund,0,4.0,Tier 1 General,1.42,0,0,LOW
CXP-2024-00247,CUST-10075,2025-01-13 09:51:00,Savings Account,Money Market Account,Interest Rate Dispute,Tiered balance APY threshold issue,Mobile App,22,Premium Cardholder,Southeast,6,38,4858.29,Filing a formal complaint about tiered balance apy threshold issue. Resolution has taken too long and I am considering closing my account.,2025-01-14 06:51:00,2025-01-23 18:51:00,Closed with Monetary Relief,Statement Credit,1,1.0,Tier 2 Escalations,10.38,1,0,CRITICAL
CXP-2024-00444,CUST-10075,2025-05-08 18:24:00,Credit Card,Travel Elite Card,Credit Line Decrease,Requested limit increase denied,Mobile App,22,Premium Cardholder,Southeast,6,38,4858.29,Disputed charge and requested limit increase denied on Travel Elite Card. The app crashed and agent on phone was unable to waive fees.,2025-05-09 18:24:00,2025-05-11 06:24:00,Closed with Non-Monetary Relief,Full Refund,0,5.0,Tier 1 General,2.5,0,0,LOW
CXP-2024-00476,CUST-10076,2024-10-07 15:13:00,Credit Card,Cash Back Preferred,Rewards Redemption Failure,Cashback balance calculation error,Web Portal,51,Mass Market,Midwest,9,15,2151.46,Extremely frustrated with the cashback balance calculation error on my Cash Back Preferred. This has happened multiple times and customer support failed to resolve it promptly.,2024-10-08 03:13:00,2024-10-12 21:13:00,Closed with Explanation,Dispute Denied,0,3.0,Tier 1 General,5.25,1,0,MEDIUM
CXP-2024-00087,CUST-10076,2025-03-21 16:48:00,Digital Banking,Mobile App iOS,Security & Credentials,Unrecognized login security alert,Branch,51,Mass Market,Midwest,9,15,2151.46,Disputed charge and unrecognized login security alert on Mobile App iOS. The app crashed and agent on phone was unable to waive fees.,2025-03-22 13:48:00,2025-04-01 03:48:00,Closed with Monetary Relief,Fee Waived,0,5.0,Digital Tech Support,10.46,1,0,MEDIUM
CXP-2024-00339,CUST-10076,2025-03-27 15:27:00,Credit Card,Platinum Rewards Card,Billing & Fee Dispute,Late fee charged despite on-time payment,Phone / Contact Center,51,Mass Market,Midwest,9,15,2151.46,Disputed charge and late fee charged despite on-time payment on Platinum Rewards Card. The app crashed and agent on phone was unable to waive fees.,2025-03-28 08:27:00,2025-03-30 22:27:00,Closed with Explanation,Dispute Denied,0,3.0,Billing Services,3.29,0,1,HIGH
CXP-2024-00285,CUST-10079,2024-07-28 11:07:00,Personal Loans,Debt Consolidation Loan,Interest Rate Dispute,APR miscalculated on installment schedule,Mobile App,41,Mass Market,Southwest,31,8,1313.98,Filing a formal complaint about apr miscalculated on installment schedule. Resolution has taken too long and I am considering closing my account.,2024-07-29 04:07:00,2024-07-31 17:07:00,Closed with Non-Monetary Relief,Fee Waived,0,3.0,Tier 1 General,3.25,0,0,LOW
CXP-2024-00294,CUST-10080,2024-09-06 19:50:00,Credit Card,Travel Elite Card,Fraud & Unauthorized Transaction,Phishing transaction alert,Mobile App,49,High Net Worth,Southeast,91,64,7376.79,Extremely frustrated with the phishing transaction alert on my Travel Elite Card. This has happened multiple times and customer support failed to resolve it promptly.,2024-09-07 04:50:00,2024-09-09 06:50:00,Closed with Explanation,Dispute Denied,0,4.0,Fraud Ops,2.46,0,0,HIGH
CXP-2024-00153,CUST-10080,2024-11-11 14:43:00,Credit Card,Basic Credit Card,Fraud & Unauthorized Transaction,Unrecognized charge at foreign merchant,Phone / Contact Center,49,High Net Worth,Southeast,91,64,7376.79,Urgent issue: Unrecognized charge at foreign merchant regarding Credit Card. I request an immediate refund and resolution. My account tenure is 91 months and I expect better service.,2024-11-12 12:43:00,2024-11-18 18:43:00,Closed with Non-Monetary Relief,Fee Waived,1,2.0,Tier 2 Escalations,7.17,1,1,CRITICAL
CXP-2024-00459,CUST-10081,2024-03-28 18:13:00,Credit Card,Cash Back Preferred,Fraud & Unauthorized Transaction,Unrecognized charge at foreign merchant,Web Portal,21,High Net Worth,Northeast,44,83,12021.1,Disputed charge and unrecognized charge at foreign merchant on Cash Back Preferred. The app crashed and agent on phone was unable to waive fees.,2024-03-29 17:13:00,2024-03-30 01:13:00,Closed with Explanation,Policy Explanation,0,3.0,Fraud Ops,1.29,0,0,HIGH
CXP-2024-00391,CUST-10081,2024-08-26 18:37:00,Savings Account,Money Market Account,Transfer & Withdrawal Limits,CD early withdrawal penalty error,Mobile App,21,High Net Worth,Northeast,44,83,12021.1,I am writing regarding my Money Market Account account. I encountered a severe cd early withdrawal penalty error on 2024-08-26. I tried resolving this via Mobile App but the service was disappointing.,2024-08-27 03:37:00,2024-08-31 21:37:00,Closed with Non-Monetary Relief,Full Refund,1,1.0,Tier 2 Escalations,5.12,1,0,CRITICAL
CXP-2024-00500,CUST-10083,2025-12-20 11:28:00,Credit Card,Basic Credit Card,Billing & Fee Dispute,Late fee charged despite on-time payment,Web Portal,59,Emerging Wealth,Southwest,17,20,4474.39,Extremely frustrated with the late fee charged despite on-time payment on my Basic Credit Card. This has happened multiple times and customer support failed to resolve it promptly.,2025-12-20 23:28:00,2025-12-22 17:28:00,Closed with Monetary Relief,Fee Waived,0,4.0,Billing Services,2.25,0,0,LOW
CXP-2024-00407,CUST-10084,2024-06-04 15:27:00,Digital Banking,Mobile App iOS,Security & Credentials,Account locked after password reset,Mobile App,52,Emerging Wealth,Northeast,105,13,1585.78,I am writing regarding my Mobile App iOS account. I encountered a severe account locked after password reset on 2024-06-04. I tried resolving this via Mobile App but the service was disappointing.,2024-06-04 23:27:00,2024-06-10 22:27:00,Closed with Monetary Relief,Full Refund,0,3.0,Digital Tech Support,6.29,1,0,MEDIUM
CXP-2024-00256,CUST-10085,2024-08-22 19:39:00,Digital Banking,Mobile App Android,Security & Credentials,Device registration loop error,Web Portal,50,Mass Market,Southeast,34,18,2599.91,Urgent issue: Device registration loop error regarding Digital Banking. I request an immediate refund and resolution. My account tenure is 34 months and I expect better service.,2024-08-23 16:39:00,2024-08-25 00:39:00,Closed with Non-Monetary Relief,Fee Waived,0,5.0,Digital Tech Support,2.21,0,0,LOW
CXP-2024-00040,CUST-10086,2024-07-12 08:31:00,Savings Account,Money Market Account,Interest Rate Dispute,Promotional APY rate dropped early,Mobile App,30,Emerging Wealth,West Coast,24,25,4314.13,I am writing regarding my Money Market Account account. I encountered a severe promotional apy rate dropped early on 2024-07-12. I tried resolving this via Mobile App but the service was disappointing.,2024-07-12 15:31:00,2024-07-13 20:31:00,Closed with Explanation,Policy Explanation,0,4.0,Tier 1 General,1.5,0,0,LOW
CXP-2024-00184,CUST-10086,2025-08-26 11:55:00,Savings Account,Money Market Account,Interest Rate Dispute,Tiered balance APY threshold issue,Mobile App,30,Emerging Wealth,West Coast,24,25,4314.13,Urgent issue: Tiered balance APY threshold issue regarding Savings Account. I request an immediate refund and resolution. My account tenure is 24 months and I expect better service.,2025-08-26 18:55:00,2025-09-03 16:55:00,Closed with Non-Monetary Relief,Statement Credit,0,3.0,Tier 1 General,8.21,1,0,MEDIUM
CXP-2024-00258,CUST-10087,2025-10-14 20:12:00,Credit Card,Cash Back Preferred,Credit Line Decrease,Credit score drop notification error,Phone / Contact Center,45,Mass Market,Southwest,43,14,1576.64,I am writing regarding my Cash Back Preferred account. I encountered a severe credit score drop notification error on 2025-10-14. I tried resolving this via Phone / Contact Center but the service was disappointing.,2025-10-15 03:12:00,2025-10-17 07:12:00,Closed with Explanation,Dispute Denied,0,4.0,Tier 1 General,2.46,0,0,LOW
CXP-2024-00123,CUST-10089,2024-01-15 12:40:00,Credit Card,Cash Back Preferred,Billing & Fee Dispute,Late fee charged despite on-time payment,Branch,49,Premium Cardholder,Northeast,85,35,5668.76,Disputed charge and late fee charged despite on-time payment on Cash Back Preferred. The app crashed and agent on phone was unable to waive fees.,2024-01-16 10:40:00,2024-01-25 16:40:00,Closed with Non-Monetary Relief,Fee Waived,1,1.0,Tier 2 Escalations,10.17,1,0,CRITICAL
CXP-2024-00020,CUST-10089,2024-10-22 13:08:00,Personal Loans,Emergency Express Loan,Billing & Fee Dispute,Payment processing delay causing late status,Phone / Contact Center,49,Premium Cardholder,Northeast,85,35,5668.76,I am writing regarding my Emergency Express Loan account. I encountered a severe payment processing delay causing late status on 2024-10-22. I tried resolving this via Phone / Contact Center but the service was disappointing.,2024-10-23 09:08:00,2024-10-23 20:08:00,Closed with Non-Monetary Relief,Full Refund,0,4.0,Billing Services,1.29,0,0,LOW
CXP-2024-00283,CUST-10089,2025-12-01 17:13:00,Credit Card,Basic Credit Card,Fraud & Unauthorized Transaction,Card cloned at gas station,Phone / Contact Center,49,Premium Cardholder,Northeast,85,35,5668.76,Urgent issue: Card cloned at gas station regarding Credit Card. I request an immediate refund and resolution. My account tenure is 85 months and I expect better service.,2025-12-02 05:13:00,2025-12-04 23:13:00,Closed with Non-Monetary Relief,Statement Credit,0,3.0,Fraud Ops,3.25,0,0,HIGH
CXP-2024-00495,CUST-10090,2024-07-23 19:11:00,Savings Account,Money Market Account,Transfer & Withdrawal Limits,Wire transfer held for security review,Web Portal,27,Mass Market,West Coast,3,8,1821.66,Extremely frustrated with the wire transfer held for security review on my Money Market Account. This has happened multiple times and customer support failed to resolve it promptly.,2024-07-24 01:11:00,2024-07-25 03:11:00,Closed with Explanation,Policy Explanation,0,4.0,Tier 1 General,1.33,0,0,LOW
CXP-2024-00207,CUST-10090,2024-08-19 09:34:00,Credit Card,Cash Back Preferred,Billing & Fee Dispute,Autopay processing error,Mobile App,27,Mass Market,West Coast,3,8,1821.66,Filing a formal complaint about autopay processing error. Resolution has taken too long and I am considering closing my account.,2024-08-20 01:34:00,2024-08-25 18:34:00,Closed with Non-Monetary Relief,Full Refund,0,2.0,Billing Services,6.38,1,1,HIGH
CXP-2024-00021,CUST-10091,2024-02-05 14:03:00,Credit Card,Cash Back Preferred,Interest Rate Dispute,Balance transfer fee dispute,Phone / Contact Center,39,Mass Market,Northeast,19,13,2992.06,I am writing regarding my Cash Back Preferred account. I encountered a severe balance transfer fee dispute on 2024-02-05. I tried resolving this via Phone / Contact Center but the service was disappointing.,2024-02-06 14:03:00,2024-02-07 01:03:00,Closed with Explanation,Dispute Denied,0,4.0,Tier 1 General,1.46,0,0,LOW
CXP-2024-00268,CUST-10091,2024-11-14 11:20:00,Digital Banking,Mobile App iOS,Mobile App Access/Outage,Two-factor authentication SMS delayed,Phone / Contact Center,39,Mass Market,Northeast,19,13,2992.06,I am writing regarding my Mobile App iOS account. I encountered a severe two-factor authentication sms delayed on 2024-11-14. I tried resolving this via Phone / Contact Center but the service was disappointing.,2024-11-14 17:20:00,2024-11-17 12:20:00,Closed with Non-Monetary Relief,Statement Credit,0,1.0,Digital Tech Support,3.04,0,0,LOW
CXP-2024-00454,CUST-10091,2024-12-03 11:08:00,Savings Account,Certificate of Deposit (CD),Interest Rate Dispute,Promotional APY rate dropped early,Web Portal,39,Mass Market,Northeast,19,13,2992.06,Extremely frustrated with the promotional apy rate dropped early on my Certificate of Deposit (CD). This has happened multiple times and customer support failed to resolve it promptly.,2024-12-03 18:08:00,2024-12-06 23:08:00,Closed with Explanation,Policy Explanation,0,3.0,Tier 1 General,3.5,0,1,HIGH
CXP-2024-00068,CUST-10093,2024-08-14 09:53:00,Credit Card,Platinum Rewards Card,Credit Line Decrease,Credit limit reduced without clear reason,Web Portal,57,Small Business,Southeast,28,62,11849.59,Disputed charge and credit limit reduced without clear reason on Platinum Rewards Card. The app crashed and agent on phone was unable to waive fees.,2024-08-14 22:53:00,2024-08-18 20:53:00,Closed with Non-Monetary Relief,Statement Credit,0,1.0,Tier 1 General,4.46,0,0,MEDIUM
CXP-2024-00036,CUST-10093,2024-12-15 08:11:00,Digital Banking,Mobile App iOS,Mobile App Access/Outage,Two-factor authentication SMS delayed,Mobile App,57,Small Business,Southeast,28,62,11849.59,Disputed charge and two-factor authentication sms delayed on Mobile App iOS. The app crashed and agent on phone was unable to waive fees.,2024-12-16 01:11:00,2024-12-16 17:11:00,Closed with Non-Monetary Relief,Statement Credit,0,5.0,Digital Tech Support,1.38,0,0,LOW
CXP-2024-00496,CUST-10093,2024-12-29 10:33:00,Credit Card,Platinum Rewards Card,Interest Rate Dispute,Interest charged during promotional 0% period,Phone / Contact Center,57,Small Business,Southeast,28,62,11849.59,Urgent issue: Interest charged during promotional 0% period regarding Credit Card. I request an immediate refund and resolution. My account tenure is 28 months and I expect better service.,2024-12-29 21:33:00,2025-01-07 13:33:00,Closed with Monetary Relief,Fee Waived,0,3.0,Tier 1 General,9.12,1,1,HIGH
CXP-2024-00149,CUST-10093,2025-06-21 09:10:00,Savings Account,Money Market Account,Interest Rate Dispute,Interest payout missing for month,Mobile App,57,Small Business,Southeast,28,62,11849.59,Disputed charge and interest payout missing for month on Money Market Account. The app crashed and agent on phone was unable to waive fees.,2025-06-22 05:10:00,2025-06-24 20:10:00,Closed with Non-Monetary Relief,Full Refund,0,1.0,Tier 1 General,3.46,0,0,LOW
CXP-2024-00031,CUST-10093,2025-09-19 13:51:00,Credit Card,Cash Back Preferred,Fraud & Unauthorized Transaction,Card cloned at gas station,Phone / Contact Center,57,Small Business,Southeast,28,62,11849.59,I am writing regarding my Cash Back Preferred account. I encountered a severe card cloned at gas station on 2025-09-19. I tried resolving this via Phone / Contact Center but the service was disappointing.,2025-09-20 03:51:00,2025-09-20 22:51:00,Closed with Monetary Relief,Statement Credit,0,3.0,Fraud Ops,1.38,0,1,HIGH
CXP-2024-00257,CUST-10094,2024-05-24 16:57:00,Personal Loans,Debt Consolidation Loan,Loan Payoff & Closing,Title release delayed post payment,Mobile App,35,Mass Market,Southeast,5,18,2452.93,Filing a formal complaint about title release delayed post payment. Resolution has taken too long and I am considering closing my account.,2024-05-25 15:57:00,2024-05-26 23:57:00,Closed with Monetary Relief,Statement Credit,0,5.0,Tier 1 General,2.29,0,0,LOW
CXP-2024-00208,CUST-10096,2025-07-01 08:08:00,Digital Banking,Mobile App Android,Digital Dispute Tool Error,Document upload failing for chargeback,Mobile App,32,Emerging Wealth,Northeast,155,19,2894.99,Filing a formal complaint about document upload failing for chargeback. Resolution has taken too long and I am considering closing my account.,2025-07-02 05:08:00,2025-07-02 11:08:00,Closed with Explanation,Dispute Denied,0,5.0,Digital Tech Support,1.12,0,0,LOW
CXP-2024-00370,CUST-10096,2025-11-15 15:50:00,Credit Card,Platinum Rewards Card,Credit Line Decrease,Requested limit increase denied,Mobile App,32,Emerging Wealth,Northeast,155,19,2894.99,Urgent issue: Requested limit increase denied regarding Credit Card. I request an immediate refund and resolution. My account tenure is 155 months and I expect better service.,2025-11-15 17:50:00,2025-11-21 16:50:00,Closed with Explanation,Dispute Denied,0,5.0,Tier 1 General,6.04,1,0,MEDIUM
CXP-2024-00230,CUST-10097,2024-02-14 14:26:00,Digital Banking,Web Online Portal,Security & Credentials,Device registration loop error,Phone / Contact Center,46,Emerging Wealth,Midwest,53,20,3555.61,No complaint narrative provided.,2024-02-15 01:26:00,2024-02-17 20:26:00,Closed with Non-Monetary Relief,Fee Waived,0,3.0,Digital Tech Support,3.25,0,0,LOW
CXP-2024-00239,CUST-10100,2024-08-31 09:58:00,Credit Card,Travel Elite Card,Interest Rate Dispute,APR increased without prior notification,Web Portal,44,Premium Cardholder,Midwest,32,27,4793.6,Urgent issue: APR increased without prior notification regarding Credit Card. I request an immediate refund and resolution. My account tenure is 32 months and I expect better service.,2024-09-01 08:58:00,2024-09-15 18:58:00,Closed with Monetary Relief,Full Refund,1,1.0,Tier 2 Escalations,15.38,1,0,CRITICAL
CXP-2024-00006,CUST-10101,2025-11-29 13:33:00,Credit Card,Basic Credit Card,Fraud & Unauthorized Transaction,Phishing transaction alert,Web Portal,24,Mass Market,Midwest,67,11,1151.82,No complaint narrative provided.,2025-11-30 01:33:00,2025-11-30 14:33:00,Closed with Non-Monetary Relief,Full Refund,0,3.0,Fraud Ops,1.04,0,0,HIGH
CXP-2024-00335,CUST-10102,2024-02-14 09:09:00,Credit Card,Travel Elite Card,Rewards Redemption Failure,Points failed to credit after promotion,Branch,33,Mass Market,Northeast,109,8,1705.0,Urgent issue: Points failed to credit after promotion regarding Credit Card. I request an immediate refund and resolution. My account tenure is 109 months and I expect better service.,2024-02-14 18:09:00,2024-02-16 19:09:00,Closed with Non-Monetary Relief,Fee Waived,0,5.0,Tier 1 General,2.42,0,0,LOW
CXP-2024-00317,CUST-10103,2024-11-18 11:15:00,Credit Card,Cash Back Preferred,Billing & Fee Dispute,Autopay processing error,Phone / Contact Center,46,Mass Market,West Coast,130,13,1450.26,Extremely frustrated with the autopay processing error on my Cash Back Preferred. This has happened multiple times and customer support failed to resolve it promptly.,2024-11-19 02:15:00,2024-11-19 21:15:00,Closed with Explanation,Policy Explanation,0,5.0,Billing Services,1.42,0,0,LOW
CXP-2024-00474,CUST-10103,2025-08-29 16:43:00,Credit Card,Travel Elite Card,Rewards Redemption Failure,Points failed to credit after promotion,Written / Mail,46,Mass Market,West Coast,130,13,1450.26,Disputed charge and points failed to credit after promotion on Travel Elite Card. The app crashed and agent on phone was unable to waive fees.,2025-08-29 21:43:00,2025-09-01 22:43:00,Closed with Explanation,Dispute Denied,0,5.0,Tier 1 General,3.25,0,0,LOW
CXP-2024-00389,CUST-10103,2025-10-15 10:34:00,Personal Loans,Debt Consolidation Loan,Billing & Fee Dispute,Origination fee incorrectly applied,Written / Mail,46,Mass Market,West Coast,130,13,1450.26,Disputed charge and origination fee incorrectly applied on Debt Consolidation Loan. The app crashed and agent on phone was unable to waive fees.,2025-10-16 08:34:00,2025-10-16 15:34:00,Closed with Explanation,Policy Explanation,0,3.0,Billing Services,1.21,0,1,HIGH
CXP-2024-00469,CUST-10103,2025-11-21 09:19:00,Credit Card,Basic Credit Card,Credit Line Decrease,Credit score drop notification error,Phone / Contact Center,46,Mass Market,West Coast,130,13,1450.26,Disputed charge and credit score drop notification error on Basic Credit Card. The app crashed and agent on phone was unable to waive fees.,2025-11-22 07:19:00,2025-12-02 14:19:00,Closed with Monetary Relief,Fee Waived,1,1.0,Tier 2 Escalations,11.21,1,1,CRITICAL
CXP-2024-00456,CUST-10104,2025-08-16 13:58:00,Digital Banking,Mobile App iOS,Security & Credentials,Unrecognized login security alert,Mobile App,34,Emerging Wealth,Southeast,207,21,3439.21,Extremely frustrated with the unrecognized login security alert on my Mobile App iOS. This has happened multiple times and customer support failed to resolve it promptly.,2025-08-17 11:58:00,2025-08-19 22:58:00,Closed with Explanation,Dispute Denied,0,5.0,Digital Tech Support,3.38,0,0,LOW
CXP-2024-00173,CUST-10105,2024-01-07 14:42:00,Savings Account,Money Market Account,Account Maintenance,Joint owner addition delayed,Mobile App,56,Mass Market,Southeast,30,8,1490.53,Urgent issue: Joint owner addition delayed regarding Savings Account. I request an immediate refund and resolution. My account tenure is 30 months and I expect better service.,2024-01-08 06:42:00,2024-01-11 01:42:00,Closed with Non-Monetary Relief,Fee Waived,0,5.0,Tier 1 General,3.46,0,0,LOW
CXP-2024-00369,CUST-10105,2024-01-16 17:55:00,Credit Card,Basic Credit Card,Billing & Fee Dispute,Annual fee charged unexpectedly,Web Portal,56,Mass Market,Southeast,30,8,1490.53,Disputed charge and annual fee charged unexpectedly on Basic Credit Card. The app crashed and agent on phone was unable to waive fees.,2024-01-16 19:55:00,2024-01-23 22:55:00,Closed with Non-Monetary Relief,Statement Credit,1,4.0,Tier 2 Escalations,7.21,1,1,CRITICAL
CXP-2024-00193,CUST-10105,2025-02-05 16:36:00,Digital Banking,Mobile App iOS,Security & Credentials,Account locked after password reset,Web Portal,56,Mass Market,Southeast,30,8,1490.53,Extremely frustrated with the account locked after password reset on my Mobile App iOS. This has happened multiple times and customer support failed to resolve it promptly.,2025-02-06 03:36:00,2025-02-06 19:36:00,Closed with Monetary Relief,Fee Waived,0,5.0,Digital Tech Support,1.12,0,0,LOW
CXP-2024-00176,CUST-10105,2025-06-29 13:04:00,Credit Card,Platinum Rewards Card,Interest Rate Dispute,APR increased without prior notification,Phone / Contact Center,56,Mass Market,Southeast,30,8,1490.53,Disputed charge and apr increased without prior notification on Platinum Rewards Card. The app crashed and agent on phone was unable to waive fees.,2025-06-30 13:04:00,2025-07-02 20:04:00,Closed with Monetary Relief,Full Refund,0,1.0,Tier 1 General,3.29,0,0,LOW
CXP-2024-00251,CUST-10107,2024-09-19 08:44:00,Digital Banking,Mobile App iOS,Security & Credentials,Unrecognized login security alert,Phone / Contact Center,31,Small Business,Southeast,21,34,4714.69,Urgent issue: Unrecognized login security alert regarding Digital Banking. I request an immediate refund and resolution. My account tenure is 21 months and I expect better service.,2024-09-20 07:44:00,2024-09-20 16:44:00,Closed with Explanation,Dispute Denied,0,5.0,Digital Tech Support,1.33,0,0,LOW
CXP-2024-00481,CUST-10107,2025-06-02 16:28:00,Credit Card,Travel Elite Card,Rewards Redemption Failure,Cashback balance calculation error,Mobile App,31,Small Business,Southeast,21,34,4714.69,I am writing regarding my Travel Elite Card account. I encountered a severe cashback balance calculation error on 2025-06-02. I tried resolving this via Mobile App but the service was disappointing.,2025-06-03 04:28:00,2025-06-06 22:28:00,Closed with Non-Monetary Relief,Fee Waived,0,3.0,Tier 1 General,4.25,0,0,MEDIUM
CXP-2024-00199,CUST-10107,2025-06-08 20:53:00,Digital Banking,Web Online Portal,Security & Credentials,Unrecognized login security alert,Phone / Contact Center,31,Small Business,Southeast,21,34,4714.69,Extremely frustrated with the unrecognized login security alert on my Web Online Portal. This has happened multiple times and customer support failed to resolve it promptly.,2025-06-09 11:53:00,2025-06-10 01:53:00,Closed with Non-Monetary Relief,Statement Credit,0,5.0,Digital Tech Support,1.21,0,1,HIGH
CXP-2024-00265,CUST-10108,2024-11-23 18:07:00,Credit Card,Basic Credit Card,Credit Line Decrease,Credit limit reduced without clear reason,Mobile App,31,High Net Worth,Southeast,29,17,2556.83,Urgent issue: Credit limit reduced without clear reason regarding Credit Card. I request an immediate refund and resolution. My account tenure is 29 months and I expect better service.,2024-11-24 06:07:00,2024-11-25 20:07:00,Closed with Explanation,Dispute Denied,0,4.0,Tier 1 General,2.08,0,0,LOW
CXP-2024-00292,CUST-10110,2025-03-12 13:13:00,Credit Card,Basic Credit Card,Billing & Fee Dispute,Autopay processing error,Phone / Contact Center,34,Mass Market,Southeast,85,3,935.71,Urgent issue: Autopay processing error regarding Credit Card. I request an immediate refund and resolution. My account tenure is 85 months and I expect better service.,2025-03-13 13:13:00,2025-03-15 16:13:00,Closed with Monetary Relief,Full Refund,0,4.0,Billing Services,3.12,0,0,LOW
CXP-2024-00049,CUST-10110,2025-06-16 09:57:00,Credit Card,Basic Credit Card,Billing & Fee Dispute,Late fee charged despite on-time payment,Web Portal,34,Mass Market,Southeast,85,3,935.71,Extremely frustrated with the late fee charged despite on-time payment on my Basic Credit Card. This has happened multiple times and customer support failed to resolve it promptly.,2025-06-16 14:57:00,2025-06-18 12:57:00,Closed with Monetary Relief,Fee Waived,0,4.0,Billing Services,2.12,0,0,LOW
CXP-2024-00072,CUST-10111,2024-03-19 18:34:00,Credit Card,Cash Back Preferred,Rewards Redemption Failure,Travel portal booking error,Web Portal,32,Emerging Wealth,Southeast,149,10,2570.29,Filing a formal complaint about travel portal booking error. Resolution has taken too long and I am considering closing my account.,2024-03-20 17:34:00,2024-03-21 00:34:00,Closed with Explanation,Dispute Denied,0,4.0,Tier 1 General,1.25,0,0,LOW
CXP-2024-00019,CUST-10111,2025-04-17 20:33:00,Savings Account,Certificate of Deposit (CD),Account Maintenance,Joint owner addition delayed,Phone / Contact Center,32,Emerging Wealth,Southeast,149,10,2570.29,Extremely frustrated with the joint owner addition delayed on my Certificate of Deposit (CD). This has happened multiple times and customer support failed to resolve it promptly.,2025-04-18 07:33:00,2025-04-19 03:33:00,Closed with Monetary Relief,Statement Credit,0,3.0,Tier 1 General,1.29,0,0,LOW
CXP-2024-00139,CUST-10112,2025-02-01 19:49:00,Credit Card,Basic Credit Card,Rewards Redemption Failure,Points failed to credit after promotion,Web Portal,47,Mass Market,Southeast,15,3,1207.93,Urgent issue: Points failed to credit after promotion regarding Credit Card. I request an immediate refund and resolution. My account tenure is 15 months and I expect better service.,2025-02-02 10:49:00,2025-02-06 00:49:00,Closed with Explanation,Dispute Denied,0,1.0,Tier 1 General,4.21,0,0,MEDIUM
CXP-2024-00100,CUST-10113,2024-08-08 13:14:00,Savings Account,Certificate of Deposit (CD),Account Maintenance,Joint owner addition delayed,Branch,54,Mass Market,Southeast,34,4,975.3,Disputed charge and joint owner addition delayed on Certificate of Deposit (CD). The app crashed and agent on phone was unable to waive fees.,2024-08-08 17:14:00,2024-08-13 19:14:00,Closed with Non-Monetary Relief,Full Refund,1,3.0,Tier 2 Escalations,5.25,1,0,CRITICAL
CXP-2024-00450,CUST-10114,2024-03-09 09:09:00,Credit Card,Basic Credit Card,Interest Rate Dispute,Balance transfer fee dispute,Written / Mail,48,Emerging Wealth,Southeast,4,28,2985.76,Extremely frustrated with the balance transfer fee dispute on my Basic Credit Card. This has happened multiple times and customer support failed to resolve it promptly.,2024-03-09 15:09:00,2024-03-12 14:09:00,Closed with Non-Monetary Relief,Statement Credit,1,1.0,Tier 2 Escalations,3.21,0,0,HIGH
CXP-2024-00205,CUST-10114,2024-07-27 10:19:00,Credit Card,Cash Back Preferred,Credit Line Decrease,Requested limit increase denied,Branch,48,Emerging Wealth,Southeast,4,28,2985.76,Filing a formal complaint about requested limit increase denied. Resolution has taken too long and I am considering closing my account.,2024-07-27 21:19:00,2024-07-30 15:19:00,Closed with Monetary Relief,Statement Credit,1,2.0,Tier 2 Escalations,3.21,0,0,HIGH
CXP-2024-00451,CUST-10114,2024-08-02 16:36:00,Credit Card,Travel Elite Card,Credit Line Decrease,Credit score drop notification error,Phone / Contact Center,48,Emerging Wealth,Southeast,4,28,2985.76,I am writing regarding my Travel Elite Card account. I encountered a severe credit score drop notification error on 2024-08-02. I tried resolving this via Phone / Contact Center but the service was disappointing.,2024-08-03 13:36:00,2024-08-04 23:36:00,Closed with Monetary Relief,Fee Waived,0,5.0,Tier 1 General,2.29,0,1,HIGH
